"","subject_id","speaker_match","clear","distorted","familiar","novel","far","near","familiar.unmentioned","novel.unmentioned","gender","dob","test_loc","age_years","language_status"
"21","CD1Gg","Speaker Match",1,0.458333333333333,0,1,0,0,1,1,"female","29/09/2012","nursery",4,"first"
"22","cez9d","Speaker Match",0.958333333333333,0.458333333333333,0,0.916666666666667,0,0,0.916666666666667,0.916666666666667,"male","15/02/2014","nursery",2,"first"
"23","cfEzZ","Speaker Match",0.979166666666667,0.75,0.923076923076923,0.545454545454545,0.857142857142857,1,0.0769230769230769,0.545454545454545,"female","24/07/2012","home",4,"first"
"24","cmCq9","Speaker Mismatch",1,0.791666666666667,0.583333333333333,1,0.5,0.666666666666667,0.416666666666667,1,"female","10/05/2013","nursery",3,"first"
"25","cSUHF","Speaker Mismatch",1,0.5,0.0769230769230769,1,0,0.166666666666667,0.923076923076923,1,"female","02/04/2014","nursery",2,"first"
"26","cwZoG","Speaker Match",0.979166666666667,0.666666666666667,0.538461538461538,0.818181818181818,0.285714285714286,0.833333333333333,0.384615384615385,0.818181818181818,"male","06/06/2013","nursery",3,"first"
"27","DmHQX","Speaker Mismatch",0.979166666666667,0.458333333333333,0,1,0,0,1,1,"female","19/07/2012","nursery",4,"first"
"28","Du1Oi","Speaker Mismatch",1,0.958333333333333,0.916666666666667,1,1,0.8,0.0833333333333333,1,"male","01/02/2013","nursery",3,"first"
"29","DvxpI","Speaker Match",0.958333333333333,0.5,0.0833333333333333,0.916666666666667,0.142857142857143,0,0.916666666666667,0.916666666666667,"male","28/04/2013","nursery",3,"first"
"30","EtRJ6","Speaker Match",0.958333333333333,0.5,0,1,0,0,0.833333333333333,1,"female","03/07/2013","nursery",3,"first"
"31","FFPAm","Speaker Match",0.875,0.541666666666667,0.25,0.833333333333333,0.333333333333333,0.166666666666667,0.75,0.833333333333333,"male","05/09/2013","nursery",3,"first"
"32","GGKYS","Speaker Mismatch",1,0.458333333333333,0,1,0,0,1,1,"male","13/07/2012","nursery",4,"first"
"33","gxSj8","Speaker Match",1,0.708333333333333,0.5,0.916666666666667,0.428571428571429,0.6,0.5,0.916666666666667,"male","18/06/2013","nursery",3,"first"
"34","H9fDd","Speaker Match",1,0.625,0.25,1,0.166666666666667,0.333333333333333,0.75,1,"male","30/11/2011","nursery",5,"first"
"35","iAiXc","Speaker Match",0.895833333333333,0.75,0.583333333333333,0.916666666666667,0.5,0.666666666666667,0.333333333333333,0.916666666666667,"female","08/11/2012","nursery",4,"first"
"36","iiCIg","Speaker Mismatch",1,0.583333333333333,0.166666666666667,1,0,0.4,0.75,1,"male","29/10/2012","nursery",3,"first"
"37","IJkI1","Speaker Mismatch",1,0.666666666666667,0.333333333333333,1,0.428571428571429,0.2,0.583333333333333,1,"male","10/09/2013","nursery",3,"first"
"38","iyrJo","Speaker Match",0.958333333333333,0.5,0.0769230769230769,1,0,0.166666666666667,0.846153846153846,1,"male","29/10/2013","nursery",3,"first"
"39","jBAbW","Speaker Match",1,0.583333333333333,0.833333333333333,0.333333333333333,0.833333333333333,0.833333333333333,0.0833333333333333,0.333333333333333,"male","20/10/2012","nursery",4,"first"
"40","jMSWa","Speaker Mismatch",0.979166666666667,0.708333333333333,0.5,0.916666666666667,0.5,0.5,0.416666666666667,0.916666666666667,"male","19/11/2012","nursery",4,"first"
"41","JQfDA","Speaker Match",1,0.458333333333333,0,1,0,0,1,1,"male","15/10/2012","nursery",4,"first"
"42","jVplJ","Speaker Mismatch",0.895833333333333,0.708333333333333,0.583333333333333,0.833333333333333,0.428571428571429,0.8,0.416666666666667,0.833333333333333,"female","16/03/2014","nursery",2,"first"
"43","KxCBo","Speaker Mismatch",1,0.666666666666667,0.384615384615385,1,0.571428571428571,0.166666666666667,0.615384615384615,1,"female","27/09/2013","nursery",3,"first"
"44","L8py2","Speaker Mismatch",0.979166666666667,0.583333333333333,0.230769230769231,1,0.428571428571429,0,0.692307692307692,1,"male","09/07/2012","nursery",4,"first"
"45","lgJ9e","Speaker Match",0.958333333333333,0.583333333333333,0.166666666666667,1,0.333333333333333,0,0.833333333333333,1,"female","20/12/2013","nursery",3,"first"
"46","LVI0X","Speaker Match",0.729166666666667,0.458333333333333,0.153846153846154,0.818181818181818,0.142857142857143,0.166666666666667,0.615384615384615,0.818181818181818,"male","20/02/2013","nursery",3,"first"
"47","nikvD","Speaker Mismatch",0.875,0.541666666666667,0.416666666666667,0.666666666666667,0.142857142857143,0.8,0.5,0.666666666666667,"male","22/02/2013","nursery",3,"first"
"48","nzLmX","Speaker Mismatch",1,0.708333333333333,0.615384615384615,0.818181818181818,0.571428571428571,0.666666666666667,0.307692307692308,0.818181818181818,"female","02/04/2013","nursery",3,"first"
"49","oCdRP","Speaker Mismatch",1,0.75,0.846153846153846,0.636363636363636,0.857142857142857,0.833333333333333,0.0769230769230769,0.636363636363636,"female","21/09/2012","nursery",4,"first"
"50","oEGvv","Speaker Mismatch",1,0.791666666666667,0.666666666666667,0.916666666666667,0.5,0.833333333333333,0.333333333333333,0.916666666666667,"female","15/10/2013","nursery",3,"first"
"51","ONdte","Speaker Match",0.979166666666667,0.541666666666667,0.153846153846154,1,0,0.333333333333333,0.692307692307692,1,"female","14/11/2012","nursery",4,"first"
"52","oSxfr","Speaker Match",1,0.875,0.769230769230769,1,0.714285714285714,0.833333333333333,0.230769230769231,1,"male","12/01/2013","nursery",4,"first"
"53","QFfN5","Speaker Mismatch",0.979166666666667,0.875,0.75,1,0.5,1,0.25,1,"female","28/09/2013","nursery",3,"first"
"54","QSyJO","Speaker Mismatch",0.958333333333333,0.791666666666667,0.615384615384615,1,0.571428571428571,0.666666666666667,0.384615384615385,1,"female","26/03/2013","nursery",3,"first"
"55","QtSJ6","Speaker Mismatch",1,0.666666666666667,0.384615384615385,1,0.142857142857143,0.666666666666667,0.615384615384615,1,"female","10/04/2012","nursery",4,"first"
"56","quDRi","Speaker Mismatch",1,0.458333333333333,0,1,0,0,1,1,"male","19/05/2012","nursery",4,"first"
"57","RAhJG","Speaker Match",1,0.708333333333333,0.416666666666667,1,0.5,0.333333333333333,0.5,1,"male","04/06/2012","nursery",4,"first"
"58","rEiAW","Speaker Mismatch",1,1,1,1,1,1,0,1,"male","09/10/2012","nursery",4,"first"
"59","rES5L","Speaker Mismatch",0.958333333333333,0.791666666666667,0.583333333333333,1,0.5,0.666666666666667,0.416666666666667,1,"female","23/02/2013","nursery",3,"first"
"60","tOd2W","Speaker Match",1,0.541666666666667,0.153846153846154,1,0,0.333333333333333,0.846153846153846,1,"female","06/03/2012","nursery",4,"first"
"61","TwCmd","Speaker Mismatch",0.9375,0.833333333333333,0.692307692307692,1,0.571428571428571,0.833333333333333,0.230769230769231,1,"male","26/05/2012","nursery",4,"first"
"62","u1Tvb","Speaker Match",1,0.458333333333333,0,1,0,0,1,1,"male","09/09/2012","nursery",4,"first"
"63","ufv2T","Speaker Match",1,0.583333333333333,0.416666666666667,0.75,0.285714285714286,0.6,0.5,0.75,"female","23/01/2012","nursery",3,"first"
"64","uVbai","Speaker Mismatch",1,0.541666666666667,0.0833333333333333,1,0.166666666666667,0,0.916666666666667,1,"female","31/07/2012","nursery",4,"first"
"65","UvuO6","Speaker Match",1,1,1,1,1,1,0,1,"female","17/11/2012","nursery",4,"first"
"66","UWngh","Speaker Mismatch",0.979166666666667,0.541666666666667,0.153846153846154,1,0,0.333333333333333,0.846153846153846,1,"female","06/05/2012","nursery",4,"first"
"67","uWskH","Speaker Match",1,0.541666666666667,0.166666666666667,0.916666666666667,0.166666666666667,0.166666666666667,0.75,0.916666666666667,"female","11/03/2013","nursery",3,"first"
"68","vsT2y","Speaker Match",1,0.708333333333333,0.416666666666667,1,0.428571428571429,0.4,0.583333333333333,1,"male","25/04/2012","nursery",4,"first"
"69","vUBUj","Speaker Mismatch",1,0.833333333333333,0.75,0.916666666666667,0.571428571428571,1,0.25,0.916666666666667,"male","03/08/2013","nursery",3,"first"
"70","w3D1d","Speaker Mismatch",1,0.458333333333333,0,1,0,0,1,1,"female","14/06/2012","nursery",4,"first"
"71","W4EaX","Speaker Match",0.770833333333333,0.5,0.416666666666667,0.583333333333333,0.333333333333333,0.5,0.333333333333333,0.583333333333333,"male","23/08/2012","nursery",4,"first"
"72","WhDLJ","Speaker Mismatch",1,0.5,0,1,0,0,1,1,"female","07/03/2012","nursery",4,"first"
"73","WLEIm","Speaker Match",1,0.458333333333333,0,1,0,0,1,1,"female","05/06/2013","nursery",3,"first"
"74","Wn7bL","Speaker Match",1,0.5,0,1,0,0,1,1,"female","23/09/2013","nursery",3,"first"
"75","WVt3v","Speaker Mismatch",1,0.916666666666667,0.833333333333333,1,0.833333333333333,0.833333333333333,0.166666666666667,1,"male ","01/05/2013","nursery",3,"first"
"76","XjE6o","Speaker Mismatch",1,0.875,0.833333333333333,0.916666666666667,0.666666666666667,1,0.166666666666667,0.916666666666667,"female","14/01/2013","nursery",4,"first"
"77","XKnPw","Speaker Match",1,0.5,0.0769230769230769,1,0.142857142857143,0,0.923076923076923,1,"female","23/08/2013","nursery",3,"first"
"78","y6gK4","Speaker Mismatch",1,0.625,0.307692307692308,1,0.285714285714286,0.333333333333333,0.692307692307692,1,"female","16/03/2012","nursery",4,"first"
"79","zdriR","Speaker Match",0.958333333333333,0.75,0.615384615384615,0.909090909090909,0.714285714285714,0.5,0.384615384615385,0.909090909090909,"female","17/09/2013","nursery",3,"first"
"80","zmte4","Speaker Match",0.979166666666667,0.5,0.0833333333333333,0.916666666666667,0.166666666666667,0,0.916666666666667,0.916666666666667,"female","08/08/2012","nursery",4,"first"
